; http://www.exvalos.cz/soubory/File/SKF_kluzna_loziska.pdf
;Series;Model;?;ID;OD;L
PSM;708590;A51;70;85;90
PSM;75100100;A51;75;100;100
PSM;7585100;A51;75;85;100
PSM;758570;A51;75;85;70
PSM;7590100;A51;75;90;100
PSM;759070;A51;75;90;70
PSM;80105100;A51;80;105;100
PSM;809070;A51;80;90;70
PSM;8095100;A51;80;95;100
PSM;809570;A51;80;95;70
PSM;81106;A51;8;11;6
PSM;81108;A51;8;11;8
PSM;81112;A51;8;11;12
PSM;81206;A51;8;12;6
PSM;81208;A51;8;12;8
PSM;81212;A51;8;12;12
PSM;81408;A51;8;14;8
PSM;81412;A51;8;14;12
PSM;81416;A51;8;14;16
PSM;81816;A51;8;18;16
PSM;85100100;A51;85;100;100
PSM;8595100;A51;85;95;100
PSM;9010580;A51;90;105;80
PSM;9011080;A51;90;110;80
